id,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,authors_t,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_pk,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym,IPNIPUB,label,refurl
urn:lsid:ipni.org:names:77368249-1,,,,,,262: 9,,9,,11,,8,1994,,"L.W.Chatrou, P.J.M.Maas, H.Rainer &amp; F.Ayala",,,25/08/2025 15:53,26/08/2025 15:41,"Peru (Western South America, Southern America)",W,Annonaceae,Malmea abscondita,Malmea abscondita,Malmea,Chatrou & Gees,,f,f,,,,,,,,3,47,,"Dept. Loreto: Río Nanay, San Pablo de Cuyana, Estación Biológica Miguel Alejandro",73,21,,,,,,,S,,,,,,,,,296817-2,PhytoKeys,urn:lsid:ipni.org:publications:20011997-1,2025,2025 [26 Aug 2025],[26 Aug 2025],Chatrou & Gees,spec.,PhytoKeys 262: 9. 2025 [26 Aug 2025] [epublished],[epublished],"doi:10.3897/phytokeys.262.158372 [english] Etymology: The specific epithet refers to the concealed, largely unnoticed existence of this species in the Amazonian forests of northern Peru.",,,9,abscondita,,,f,t,,holotype USM USM-135298;isotype U U-0089935; U-0089936,,,,,Chatrou@37229-1@1@aut$Gees@0-0@2@aut,,,tax. nov.,,1.3,f,malmea~abscondita,annonaceaemalmea~abscondita~,,wfo-1000083879,,,,,,,PhytoKeys 262: 9 (2025),IPNI Record: 77368249-1,https://www.ipni.org/n/77368249-1
urn:lsid:ipni.org:names:77368250-1,,,,,,262: 23,,25,,3,,wb-202203022,2022,,Bo Wang,,,25/08/2025 15:56,26/08/2025 15:45,"Guizhou (China South-Central, China, Asia-Temperate)",E,Ranunculaceae,Dichocarpum longliense,Dichocarpum longliense,Dichocarpum,"Bo Wang, Q.W.Sun & S.Z.He",,f,f,,,,,,,,26,19,31,"Longli County, Wantanhe Township, Kaika Village, Kaoru Mountain, c. 1139 m",106,59,52,,,,,,N,,,,,,,,,33120-1,PhytoKeys,urn:lsid:ipni.org:publications:20011997-1,2025,2025 [26 Aug 2025],[26 Aug 2025],"Bo Wang, Q.W.Sun & S.Z.He",spec.,PhytoKeys 262: 23. 2025 [26 Aug 2025] [epublished],[epublished],"doi:10.3897/phytokeys.262.141266 [english] Etymology: The specific epithet is derived from the type locality, Longli (Guizhou, China).",,,11,longliense,,,f,t,,holotype GZTM;isotype GZTM,,,,,Q.W.Sun@20016481-1@2@aut$Bo Wang@20034991-1@1@aut$S.Z.He@35905-1@3@aut,,,tax. nov.,,1.3,f,dichocarpum~longliense,ranunculaceaedichocarpum~longliense~,,wfo-1000083880,,,,,,,PhytoKeys 262: 23 (2025),IPNI Record: 77368250-1,https://www.ipni.org/n/77368250-1
urn:lsid:ipni.org:names:77368251-1,,,,,,1888: 37,,,,,,,,,,,,25/08/2025 18:11,27/08/2025 13:36,,,Rubiaceae,Asperula cynanchica var. densiflora,Asperula cynanchica var. densiflora,Asperula,Velen.,,f,f,,,,,densiflora,,77264831-1,,,,,,,,nom. illeg. later homonym,,nom. illeg.,,,,,,,,,,,,743955-1,"Sitzungsber. Königl. Böhm. Ges. Wiss. Prag., Math.-Naturwiss. Cl.",urn:lsid:ipni.org:publications:20012274-2,1888,1888,,Velen.,var.,"Sitzungsber. Königl. Böhm. Ges. Wiss. Prag., Math.-Naturwiss. Cl. 1888: 37. ",,,,,10,cynanchica,L.,,f,t,,,,,,,Velen.@28305-1@1@aut,L.@0-0@1@aut,,tax. nov.,,1.3,f,asperula~cynanchicadensiflora,rubiaceaeasperula~cynanchicadensiflora,,wfo-1200114345,,,,,,,"Sitzungsber. Königl. Böhm. Ges. Wiss. Prag., Math.-Naturwiss. Cl. 1888: 37 (1888)",IPNI Record: 77368251-1,https://www.ipni.org/n/77368251-1
urn:lsid:ipni.org:names:77368252-1,Rubiaceae Galium pedemontanum All. var. glabrescens Bég.,(Bég.),77277948-1,,,11: 249,,,,,,,,,,,,25/08/2025 18:18,26/08/2025 06:35,,,Rubiaceae,Cruciata pedemontana var. glabrescens,Cruciata pedemontana var. glabrescens,Cruciata,(Bég.) Soó,,f,f,,,,,glabrescens,,,,,,,,,,,,,,,,,,,,,,,null:,60453492-2,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,var.,Acta Bot. Acad. Sci. Hung. 11: 249. 1965 ,,,,,9,pedemontana,(Bellardi) Ehrend.,,f,t,,,,,,,Bég.@0-0@2@bas$Soó@9897-1@1@aut,Bellardi@0-0@2@bas$Ehrend.@0-0@1@aut,,comb. nov.,,1.3,f,cruciata~pedemontanaglabrescens,rubiaceaecruciata~pedemontanaglabrescens,,wfo-0000932964,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 249 (1965),IPNI Record: 77368252-1,https://www.ipni.org/n/77368252-1
urn:lsid:ipni.org:names:77368253-1,Rubiaceae Galium vernum Scop. var. halleri DC.,(DC.),77277732-1,,,11: 249,,,,,,,,,,,,25/08/2025 18:26,27/08/2025 12:53,,,Rubiaceae,Cruciata glabra f. halleri,Cruciata glabra f. halleri,Cruciata,(DC.) Soó,,f,f,,,,,halleri,,,,,,,,,,,,,,,,,,,,,,,,747954-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 249. 1965 ,,"Published as a replacement name for Galium halleri Roem. & Schult., correctible under Art. 41.8c, ICN (2025).",,,11,glabra,(L.) Ehrend.,,f,t,,,,,,,DC.@16855-1@2@bas$Soó@9897-1@1@aut,Ehrend.@0-0@1@aut$L.@0-0@2@bas,,comb. et stat. nov.,,1.4,f,cruciata~glabrahalleri,rubiaceaecruciata~glabrahalleri,,wfo-0000932946,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 249 (1965),IPNI Record: 77368253-1,https://www.ipni.org/n/77368253-1
urn:lsid:ipni.org:names:77368254-1,Rubiaceae Galium vernum Scop. var. hirsutissimum Briq.,(Briq.),77276993-1,,,11: 249,,,,,,,,,,,,25/08/2025 18:34,26/08/2025 06:33,,,Rubiaceae,Cruciata glabra f. hirsutissima,Cruciata glabra f. hirsutissima,Cruciata,(Briq.) Soó,,f,f,,,,,hirsutissima,,,,,,,,,,"nom. inval.    , lacking full and direct basionym ref.",,nom. inval.,,,,,,,,,,,null:,747954-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 249. 1965 ,,,,,10,glabra,(L.) Ehrend.,,f,t,,,,,,,Briq.@0-0@2@bas$Soó@9897-1@1@aut,L.@0-0@2@bas$Ehrend.@0-0@1@aut,,comb. nov.,,1.3,f,cruciata~glabrahirsutissima,rubiaceaecruciata~glabrahirsutissima,,wfo-1200060835,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 249 (1965),IPNI Record: 77368254-1,https://www.ipni.org/n/77368254-1
urn:lsid:ipni.org:names:77368255-1,Rubiaceae Galium cruciata (L.) Scop. var. laxa Velen.,(Velen.),77277361-1,,,11: 250,,,,,,,,,,,,25/08/2025 18:44,26/08/2025 06:23,,,Rubiaceae,Cruciata ciliata f. laxa,Cruciata ciliata f. laxa,Cruciata,(Velen.) Soó,,f,f,,,,,laxa,,,,,,,,,,,,,,,,,,,,,,,null:,747951-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 250. 1965 ,,,,,9,ciliata,Opiz,,f,t,,,,,,,Soó@9897-1@1@aut$Velen.@0-0@2@bas,Opiz@0-0@1@aut,,comb. nov.,,1.3,f,cruciata~ciliatalaxa,rubiaceaecruciata~ciliatalaxa,,wfo-0000932933,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 250 (1965),IPNI Record: 77368255-1,https://www.ipni.org/n/77368255-1
urn:lsid:ipni.org:names:77368256-1,,,,,,1(1): 40,,,,,,,,,,,,25/08/2025 19:04,25/08/2025 19:04,,,Campanulaceae,Adenophora tetraphylla,Adenophora tetraphylla,Adenophora,Fisch. ex B.D.Jacks.,,f,f,,,,,,,,,,,,,,,pro syn.    of A. verticillata Fisch.,,pro syn.,,,,,,,,,,,,5613-1,Index Kew.,urn:lsid:ipni.org:publications:1285-2,1893,1893,,Fisch. ex B.D.Jacks.,spec.,Index Kew. 1(1): 40. 1893 ,,,,,9,tetraphylla,,,f,t,,,,,,,Fisch.@2744-1@1@aut$B.D.Jacks.@4362-1@2@autEx,,,tax. nov.,,1.1,f,adenophora~tetraphylla,campanulaceaeadenophora~tetraphylla~,,wfo-1200114346,,,,,,,Index Kew. 1(1): 40 (1893),IPNI Record: 77368256-1,https://www.ipni.org/n/77368256-1
urn:lsid:ipni.org:names:77368257-1,Campanulaceae Campanula tetraphylla Thunb.,(Thunb.),927296-1,,,35(2): 249,,,,,,,,,,,,25/08/2025 19:08,27/08/2025 15:03,,,Campanulaceae,Adenophora tetraphylla,Adenophora tetraphylla,Adenophora,(Thunb.) Fisch. ex D.F.Chamb.,,f,f,,,,,,77368282-1,,,,,,,,,isonym,,isonym,,,,,,,,,,,,5613-1,Notes Roy. Bot. Gard. Edinburgh,urn:lsid:ipni.org:publications:758-2,1977,1977,,Fisch. ex D.F.Chamb.,spec.,Notes Roy. Bot. Gard. Edinburgh 35(2): 249. 1977 ,,,,,13,tetraphylla,,,f,t,,,,,,,Fisch.@2744-1@1@aut$Thunb.@10646-1@3@bas$D.F.Chamb.@1502-1@2@autEx,,,comb. nov.,,1.2,f,adenophora~tetraphylla,campanulaceaeadenophora~tetraphylla~,,wfo-1200114347,,,,,,,Notes Roy. Bot. Gard. Edinburgh 35(2): 249 (1977),IPNI Record: 77368257-1,https://www.ipni.org/n/77368257-1
urn:lsid:ipni.org:names:77368258-1,,,,,,262: 36,,26,,6,,44,2003,,J.Metzgar,,,26/08/2025 06:34,27/08/2025 13:48,"New York (Northeastern U.S.A., Northern America);Connecticut (Northeastern U.S.A., Northern America);Maryland (Southeastern U.S.A., Northern America);Massachusetts (Northeastern U.S.A., Northern America);New Jersey (Northeastern U.S.A., Northern America);North Carolina (Southeastern U.S.A., Northern America);Pennsylvania (Northeastern U.S.A., Northern America);;",,Schizaeaceae,Lygodium palmatum subsp. puskariorum,Lygodium palmatum subsp. puskariorum,Lygodium,Metzgar,,f,f,,,,,puskariorum,,,,,,"New York. Saratoga, Northumberland Township, 147 Gurnspring Road, in opening behind houses on east side of road",,,,,,,,,,,,,,,,,,17143200-1,PhytoKeys,urn:lsid:ipni.org:publications:20011997-1,2025,2025 [27 Aug 2025],[27 Aug 2025],Metzgar,subsp.,PhytoKeys 262: 36. 2025 [27 Aug 2025] [epublished],[epublished],"doi:10.3897/phytokeys.262.165533 [english] Etymology: the epithet honors both Allan and Donna Puskar, retired school teachers from Wellsboro, PA. Their family name is pronounced 'push-car'.",,,11,palmatum,(Bernh.) Sw.,,f,t,,holotype DUKE 397033,,,,,Metzgar@20032325-1@1@aut,Sw.@27408-1@1@aut$Bernh.@16018-1@2@bas,,tax. nov.,,1.4,f,lygodium~palmatumpuskariorum,schizaeaceaelygodium~palmatumpuskariorum,,wfo-1200114209,,,,,,,PhytoKeys 262: 36 (2025),IPNI Record: 77368258-1,https://www.ipni.org/n/77368258-1
urn:lsid:ipni.org:names:77368259-1,,,,,,12: 11,,,,,,,,,,,,26/08/2025 10:05,26/08/2025 10:05,,,Proteaceae,Lomatia bidwillii,Lomatia bidwillii,Lomatia,Rollisson ex C.Turner & J.Spencer,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331729-2,Florist Fruitist Gard. Misc.,urn:lsid:ipni.org:publications:14014-2,1859,1859 [Jan 1859],[Jan 1859],Rollisson ex C.Turner & J.Spencer,spec.,Florist Fruitist Gard. Misc. 12: 11. 1859 [Jan 1859] ,,,,,8,bidwillii,,,f,t,,,,,,,C.Turner@20091432-1@2@autEx$Rollisson@37563-1@1@aut$J.Spencer@20091433-1@3@autEx,,,tax. nov.,,1.1,f,lomatia~bidwillii,proteaceaelomatia~bidwillii~,,wfo-1200114348,,,,,,,Florist Fruitist Gard. Misc. 12: 11 (1859),IPNI Record: 77368259-1,https://www.ipni.org/n/77368259-1
urn:lsid:ipni.org:names:77368260-1,,,,,,12: 11,,,,,,,,,,,,26/08/2025 10:06,26/08/2025 11:22,,,Proteaceae,Lomatia elegantissima,Lomatia elegantissima,Lomatia,Rollisson ex C.Turner & J.Spencer,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32950-1,Florist Fruitist Gard. Misc.,urn:lsid:ipni.org:publications:14014-2,1859,1859 [Jan 1859],[Jan 1859],Rollisson ex C.Turner & J.Spencer,spec.,Florist Fruitist Gard. Misc. 12: 11. 1859 [Jan 1859] ,,"Minimal description: 'shrub, with Fern-like foliage'.",,,8,elegantissima,,,f,t,,,,,,,C.Turner@20091432-1@2@autEx$J.Spencer@20091433-1@3@autEx$Rollisson@37563-1@1@aut,,,tax. nov.,,1.2,f,lomatia~elegantissima,proteaceaelomatia~elegantissima~,,wfo-1200114349,,,,,,,Florist Fruitist Gard. Misc. 12: 11 (1859),IPNI Record: 77368260-1,https://www.ipni.org/n/77368260-1
urn:lsid:ipni.org:names:77368261-1,,,,,,62: 135,,4,,11,,HTS2578,2023,,"S.T. Hoang, W. Wang, D. Tian &amp; B. Chen",,,26/08/2025 10:33,26/08/2025 10:33,"Vietnam (Indo-China, Asia-Tropical)",E,Gesneriaceae,Microchirita baolamensis,Microchirita baolamensis,Microchirita,"T.S.Hoang, W.G.Wang & H.C.Xi",,f,f,,,,,,,,22,56,2,"Cao Bang Province, Bao Lam District, Ly Bon Commune, 187 m",105,32,42,,,,,,N,,,,,,,,,77112929-1,Ann. Bot. Fenn.,urn:lsid:ipni.org:publications:516-2,2025,2025 [9 Apr 2025],[9 Apr 2025],"T.S.Hoang, W.G.Wang & H.C.Xi",spec.,Ann. Bot. Fenn. 62: 135. 2025 [9 Apr 2025] [epublished],[epublished],doi:10.5735/085.062.0123 [english] Etymology: name refers to the type locality in Bao Lam District.,,,11,baolamensis,,,f,t,,holotype VAFS;isotype HITBC,,,,,W.G.Wang@20042534-1@2@aut$T.S.Hoang@20047251-1@1@aut$H.C.Xi@20041773-1@3@aut,,,tax. nov.,,1.1,f,microchirita~baolamensis,gesneriaceaemicrochirita~baolamensis~,,wfo-1000083881,,,,,,,Ann. Bot. Fenn. 62: 135 (2025),IPNI Record: 77368261-1,https://www.ipni.org/n/77368261-1
urn:lsid:ipni.org:names:77368262-1,,,,,,477,,,,,,,,,,,,26/08/2025 10:47,26/08/2025 10:47,,,Araceae,Anthurium dombeyanum,Anthurium dombeyanum,Anthurium,Brongn. ex Schott,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329747-2,Prodr. Syst. Aroid.,urn:lsid:ipni.org:publications:1211-2,1860,1860,,Brongn. ex Schott,spec.,Prodr. Syst. Aroid. 477. 1860 ,,,,,8,dombeyanum,,,f,t,,,,,,,Brongn.@16574-1@1@aut$Schott@9240-1@2@autEx,,,tax. nov.,,1.1,f,anthurium~dombeyanum,araceaeanthurium~dombeyanum~,,wfo-0001084046,,,,,,,Prodr. Syst. Aroid. 477 (1860),IPNI Record: 77368262-1,https://www.ipni.org/n/77368262-1
urn:lsid:ipni.org:names:77368263-1,,,,,,62: 153,,9,,7,,E17/71,2017,,A. Hirtz et al.,,,26/08/2025 11:23,26/08/2025 11:23,"Ecuador (Western South America, Southern America)",,Orchidaceae,Myoxanthus alex-hirtzii,Myoxanthus alex-hirtzii,Myoxanthus,Kolan. & Szlach.,,f,f,,,,,,,,,,,"Morona-Santiago, near Área Protegida Comunitaria Tambillo ca. 3300 m",,,,,,,,,,,,,,,,,,327094-2,Ann. Bot. Fenn.,urn:lsid:ipni.org:publications:516-2,2025,2025 [28 May 2025],[28 May 2025],Kolan. & Szlach.,spec.,Ann. Bot. Fenn. 62: 153. 2025 [28 May 2025] [epublished],[epublished],"doi:10.5735/085.062.0125 [english] Etymology: name dedicated to Alexander C. Hirtz (1951– 2024), eminent Ecuadorian orchidologist and collector of the type specimen of this species.",,,11,alex-hirtzii,,,f,t,,holotype QCNE,,,,,Szlach.@35457-1@2@aut$Kolan.@20019471-1@1@aut,,,tax. nov.,,1.1,f,myoxanthus~alex-hirtzii,orchidaceaemyoxanthus~alex-hirtzii~,,wfo-1000083882,,,,,,,Ann. Bot. Fenn. 62: 153 (2025),IPNI Record: 77368263-1,https://www.ipni.org/n/77368263-1
urn:lsid:ipni.org:names:77368264-1,Orchidaceae Pleurothallis longipes Körn.,(Körn.),653056-1,,,62: 155,,,,,,,,,,,,26/08/2025 11:24,26/08/2025 11:24,,,Orchidaceae,Myoxanthus longipes,Myoxanthus longipes,Myoxanthus,(Körn.) Kolan. & Szlach.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327094-2,Ann. Bot. Fenn.,urn:lsid:ipni.org:publications:516-2,2025,2025 [28 May 2025],[28 May 2025],Kolan. & Szlach.,spec.,Ann. Bot. Fenn. 62: 155. 2025 [28 May 2025] [epublished],[epublished],doi:10.5735/085.062.0125,,,11,longipes,,,f,t,,,,,,,Körn.@12622-1@3@bas$Szlach.@35457-1@2@aut$Kolan.@20019471-1@1@aut,,,comb. nov.,,1.1,f,myoxanthus~longipes,orchidaceaemyoxanthus~longipes~,,wfo-1000083883,,,,,,,Ann. Bot. Fenn. 62: 155 (2025),IPNI Record: 77368264-1,https://www.ipni.org/n/77368264-1
urn:lsid:ipni.org:names:77368265-1,,,,,,62: 162,,,,,,,,,,,,26/08/2025 11:30,26/08/2025 11:30,,,Lauraceae,Cinnamomum myanmarense,Cinnamomum myanmarense,Cinnamomum,Chakrab. & Anand Kumar,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328262-2,Ann. Bot. Fenn.,urn:lsid:ipni.org:publications:516-2,2025,2025 [3 Jun 2025],[3 Jun 2025],Chakrab. & Anand Kumar,spec.,Ann. Bot. Fenn. 62: 162. 2025 [3 Jun 2025] [epublished],[epublished],doi:10.5735/085.062.0126,77361906-1,,9,myanmarense,,,f,t,,,,,,,Anand Kumar@20046900-1@2@aut$Chakrab.@17043-1@1@aut,,,nom. et stat. nov.,,1.1,f,cinnamomum~myanmarense,lauraceaecinnamomum~myanmarense~,,wfo-1000083884,,,,,,,Ann. Bot. Fenn. 62: 162 (2025),IPNI Record: 77368265-1,https://www.ipni.org/n/77368265-1
urn:lsid:ipni.org:names:77368266-1,,,,,,62: 166,,11,,5,,1250,2024,,D. Baro &amp; A. Bawri,,,26/08/2025 11:35,26/08/2025 11:35,"Assam (Assam, Indian Subcontinent, Asia-Tropical)",,Acanthaceae,Rungia tinsukiaensis,Rungia tinsukiaensis,Rungia,D.Baro & Bawri,,f,f,,,,,,,,,,,"insukia, Bherjan-Borajan-Padumoni Wildlife Sanctuary, 150 m",,,,,,,,,,,,,,,,,,884-1,Ann. Bot. Fenn.,urn:lsid:ipni.org:publications:516-2,2025,2025 [4 Jun 2025],[4 Jun 2025],D.Baro & Bawri,spec.,Ann. Bot. Fenn. 62: 166. 2025 [4 Jun 2025] [epublished],[epublished],"doi:10.5735/085.062.0127 [english] Etymology: name refers to the Tinsukia administrative district, where the species was collected.",,,11,tinsukiaensis,,,f,t,,"holotype herb. North Eastern Institute of Ayurveda & Folk Medicine Research, NEIAFMRH;isotype herb. North Eastern Institute of Ayurveda & Folk Medicine Research, NEIAFMRH",,,,,Bawri@20030226-1@2@aut$D.Baro@20043587-1@1@aut,,,tax. nov.,,1.1,f,rungia~tinsukiaensis,acanthaceaerungia~tinsukiaensis~,,wfo-1000083885,,,,,,,Ann. Bot. Fenn. 62: 166 (2025),IPNI Record: 77368266-1,https://www.ipni.org/n/77368266-1
urn:lsid:ipni.org:names:77368267-1,,,,,,74,,,,,,,,,,,,26/08/2025 11:43,26/08/2025 11:59,,,Bignoniaceae,Salpigophora,Salpigophora,Salpigophora,Veitch,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000204-2,Florist & Pomol.,urn:lsid:ipni.org:publications:8722-2,1862,1862 [early May 1862],[early May 1862],Veitch,gen.,Florist & Pomol. 74. 1862 [early May 1862] ,,English descr.,,,8,,,,f,t,,,,,,,Veitch@11109-1@1@aut,,,tax. nov.,,1.2,f,salpigophora,bignoniaceaesalpigophora~~~,,wfo-4100006187,,,,,,,Florist & Pomol. 74 (1862),IPNI Record: 77368267-1,https://www.ipni.org/n/77368267-1
urn:lsid:ipni.org:names:77368268-1,,,,,,74,,,,,,,,,,,,26/08/2025 11:48,26/08/2025 11:59,,,Bignoniaceae,Salpigophora chiloensis,Salpigophora chiloensis,Salpigophora,Veitch,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77368267-1,Florist & Pomol.,urn:lsid:ipni.org:publications:8722-2,1862,1862 [early May 1862],[early May 1862],Veitch,spec.,"Florist & Pomol. 74. 1862 [early May 1862] , as 'chilöensis'",", as 'chilöensis'",,,,8,chiloensis,,,f,t,,,,,,,Veitch@11109-1@1@aut,,,tax. nov.,,1.2,f,salpigophora~chiloensis,bignoniaceaesalpigophora~chiloensis~,,wfo-1000083886,,,,,,,Florist & Pomol. 74 (1862),IPNI Record: 77368268-1,https://www.ipni.org/n/77368268-1
urn:lsid:ipni.org:names:77368269-1,,,,,,62: 190,,22,,2,,344738,2021,,K. M. Prabhukumar &amp; Naresh Kumar,,,26/08/2025 11:51,26/08/2025 11:51,"Tamil Nadu (India, Indian Subcontinent, Asia-Tropical)",E,Lauraceae,Litsea robiana,Litsea robiana,Litsea,K.M.P.Kumar,,f,f,,,,,,,,11,18,8,"Nilgiris district, Avalanchi forests, 2020 m",76,39,16,,,,,,N,,,,,,,,,331725-2,Ann. Bot. Fenn.,urn:lsid:ipni.org:publications:516-2,2025,2025 [18 Jun 2025],[18 Jun 2025],K.M.P.Kumar,spec.,Ann. Bot. Fenn. 62: 190. 2025 [18 Jun 2025] [epublished],[epublished],"doi:10.5735/085.062.0130 [english] Etymology: name honours Dr. Aloor Jose Robi, Assistant Professor, Department of Botany, Bishop Abraham Memorial College, Kerala, for his contributions to angiosperm taxonomy,",,,11,robiana,,,f,t,,holotype LWG;isotype LWG;isotype MH,,,,,K.M.P.Kumar@20014754-2@1@aut,,,tax. nov.,,1.1,f,litsea~robiana,lauraceaelitsea~robiana~,,wfo-1000083887,,,,,,,Ann. Bot. Fenn. 62: 190 (2025),IPNI Record: 77368269-1,https://www.ipni.org/n/77368269-1
urn:lsid:ipni.org:names:77368270-1,,,,,,62: 205,,23,,8,,7,2023,,Gang Gao et al.,,,26/08/2025 12:16,26/08/2025 12:16,"Tibet (China, Asia-Temperate);;",E,Polygonaceae,Rheum chagyaensis,Rheum chagyaensis,Rheum,G.Gao & X.Y.Chen,,f,f,,,,,,,,30,18,11,"Xizang, Chagya [Chaya] County, Changdu City, Bari Township, 5580 m",97,56,22,,,,,,N,,,,,,,,,32581-1,Ann. Bot. Fenn.,urn:lsid:ipni.org:publications:516-2,2025,2025 [8 Jul 2025],[8 Jul 2025],G.Gao & X.Y.Chen,spec.,Ann. Bot. Fenn. 62: 205. 2025 [8 Jul 2025] [epublished],[epublished],"doi:10.5735/085.062.0134 [english] Etymology: name refers to Chagya County, where the species was found.",,,11,chagyaensis,,,f,t,,holotype GAO GAO-CYTB007;isotype XZ-GAO,,,,,X.Y.Chen@15441-1@2@aut$G.Gao@20091733-1@1@aut,,,tax. nov.,,1.1,f,rheum~chagyaensis,polygonaceaerheum~chagyaensis~,,wfo-1000083888,,,,,,,Ann. Bot. Fenn. 62: 205 (2025),IPNI Record: 77368270-1,https://www.ipni.org/n/77368270-1
urn:lsid:ipni.org:names:77368271-1,,,,,,8(4): 6776,,22,,6,,1405,2023,,"S.Rakarcha, W.Thammarong, C.Doungdang, W.Prabang &amp; M.Tabut",,,26/08/2025 12:33,26/08/2025 12:33,"Thailand (Indo-China, Asia-Tropical)",,Zingiberaceae,Curcuma sirirugsae,Curcuma sirirugsae,Curcuma,Saensouk & Rakarcha,,f,f,,,,,,,,,,,"Sukhothai Province, Si Samrong District, Na Khun Krai Subdistrict, 120 m",,,,,,,,,,,,,,,,,,331178-2,Trop. J. Nat. Prod. Res.,urn:lsid:ipni.org:publications:20059772-1,2024,2024 [1 May 2024],[1 May 2024],Saensouk & Rakarcha,spec.,Trop. J. Nat. Prod. Res. 8(4): 6776. 2024 [1 May 2024] [epublished],[epublished],doi:10.26538/tjnpr/v8i4.5 [english] Etymology: For Prof. Puangpen Sirirugsa (PSU).,,,11,sirirugsae,,,f,t,,holotype QBG;isotype BKF;isotype KKU,,,,,Rakarcha@20045635-1@2@aut$Saensouk@39815-1@1@aut,,,tax. nov.,,1.1,f,curcuma~sirirugsae,zingiberaceaecurcuma~sirirugsae~,,wfo-1000083889,,,,,,,Trop. J. Nat. Prod. Res. 8(4): 6776 (2024),IPNI Record: 77368271-1,https://www.ipni.org/n/77368271-1
